,Manufacturer,Crash,Fire,NumberOfInjured,DateOfIncident,Make
5553,Chrysler (FCA US LLC),Yes,No,1,2015-05-02,DODGE
5554,Chrysler (FCA US LLC),Yes,No,1,2015-09-21,DODGE
5555,Chrysler (FCA US LLC),Yes,No,0,2015-03-20,DODGE
5556,Chrysler (FCA US LLC),Yes,No,1,2015-12-10,DODGE
5557,Chrysler (FCA US LLC),No,Yes,0,2015-12-04,DODGE
5558,Chrysler (FCA US LLC),Yes,No,0,2017-08-20,DODGE
5559,Chrysler (FCA US LLC),Yes,No,1,2018-02-27,DODGE
5560,Chrysler (FCA US LLC),Yes,No,0,2016-12-27,DODGE
5561,Chrysler (FCA US LLC),Yes,No,2,2017-01-06,DODGE
5562,Chrysler (FCA US LLC),Yes,No,1,2017-02-13,DODGE
5563,Chrysler (FCA US LLC),Yes,No,1,2017-03-15,DODGE
5564,Chrysler (FCA US LLC),Yes,No,0,2016-09-01,DODGE
5565,Chrysler (FCA US LLC),No,Yes,0,2017-04-28,DODGE
5566,Chrysler (FCA US LLC),Yes,No,1,2014-01-02,DODGE
5567,Chrysler (FCA US LLC),Yes,No,1,2016-10-12,DODGE
5568,Chrysler (FCA US LLC),Yes,No,1,2016-11-04,DODGE
5569,Chrysler (FCA US LLC),Yes,Yes,2,2012-09-22,DODGE
5570,Chrysler (FCA US LLC),Yes,No,0,2013-09-06,DODGE
5571,Chrysler (FCA US LLC),Yes,No,0,2013-09-06,DODGE
5572,Chrysler (FCA US LLC),Yes,No,0,2013-09-06,DODGE
5573,Chrysler (FCA US LLC),Yes,No,2,2014-04-26,DODGE
5574,Chrysler (FCA US LLC),Yes,No,0,2014-09-25,DODGE
5575,Chrysler (FCA US LLC),No,Yes,0,2016-04-30,DODGE
5576,Chrysler (FCA US LLC),Yes,No,1,2017-04-24,DODGE
5577,Chrysler (FCA US LLC),No,Yes,0,2017-08-01,DODGE
5578,Chrysler (FCA US LLC),Yes,No,1,2017-04-27,DODGE
5579,Chrysler (FCA US LLC),Yes,No,0,2013-07-08,DODGE
5580,Chrysler (FCA US LLC),No,Yes,0,2013-02-18,DODGE
5581,Chrysler (FCA US LLC),Yes,No,1,2014-06-13,DODGE
5582,Chrysler (FCA US LLC),No,Yes,0,2016-03-04,DODGE
5583,Chrysler (FCA US LLC),No,Yes,0,2016-06-24,DODGE
5584,Chrysler (FCA US LLC),Yes,No,2,2018-04-13,DODGE
5585,Chrysler (FCA US LLC),Yes,No,0,2012-04-25,DODGE
5586,Chrysler (FCA US LLC),Yes,No,0,2012-12-10,DODGE
5587,Chrysler (FCA US LLC),Yes,No,1,2013-01-19,DODGE
5588,Chrysler (FCA US LLC),Yes,No,1,2013-05-09,DODGE
5589,Chrysler (FCA US LLC),Yes,No,0,2014-02-12,DODGE
5590,Chrysler (FCA US LLC),Yes,No,0,2013-05-13,DODGE
5591,Chrysler (FCA US LLC),Yes,No,1,2014-08-25,DODGE
5592,Chrysler (FCA US LLC),No,Yes,1,2015-01-19,DODGE
5593,Chrysler (FCA US LLC),No,Yes,0,2014-07-20,DODGE
5594,Chrysler (FCA US LLC),No,Yes,0,2014-10-15,DODGE
5595,Chrysler (FCA US LLC),Yes,No,2,2015-10-10,DODGE
5596,Chrysler (FCA US LLC),Yes,No,0,2017-10-04,DODGE
5597,Chrysler (FCA US LLC),No,Yes,0,2017-12-27,DODGE
5598,Chrysler (FCA US LLC),Yes,No,0,2017-02-08,DODGE
5599,Chrysler (FCA US LLC),Yes,No,1,2017-04-26,DODGE
5600,Chrysler (FCA US LLC),Yes,No,1,2012-09-26,DODGE
5601,Chrysler (FCA US LLC),Yes,No,1,2012-11-02,DODGE
5602,Chrysler (FCA US LLC),Yes,No,1,2013-03-11,DODGE
5603,Chrysler (FCA US LLC),No,Yes,0,2013-07-04,DODGE
5604,Chrysler (FCA US LLC),No,Yes,0,2013-08-25,DODGE
5605,Chrysler (FCA US LLC),No,Yes,0,2013-11-11,DODGE
5606,Chrysler (FCA US LLC),No,Yes,0,2013-12-20,DODGE
5607,Chrysler (FCA US LLC),No,Yes,0,2014-01-30,DODGE
5608,Chrysler (FCA US LLC),No,Yes,0,2014-03-31,DODGE
5609,Chrysler (FCA US LLC),No,Yes,0,2014-04-04,DODGE
5610,Chrysler (FCA US LLC),Yes,No,0,2014-05-03,DODGE
5611,Chrysler (FCA US LLC),No,Yes,0,2014-06-14,DODGE
5612,Chrysler (FCA US LLC),Yes,No,2,2014-05-19,DODGE
5613,Chrysler (FCA US LLC),No,Yes,0,2014-07-23,DODGE
5614,Chrysler (FCA US LLC),No,Yes,0,2014-09-05,DODGE
5615,Chrysler (FCA US LLC),Yes,No,0,2014-09-13,DODGE
5616,Chrysler (FCA US LLC),No,Yes,0,2014-09-20,DODGE
5617,Chrysler (FCA US LLC),No,Yes,0,2014-10-08,DODGE
5618,Chrysler (FCA US LLC),Yes,No,1,2013-07-16,DODGE
5619,Chrysler (FCA US LLC),No,Yes,0,2014-10-21,DODGE
5620,Chrysler (FCA US LLC),No,Yes,0,2014-12-08,DODGE
5621,Chrysler (FCA US LLC),Yes,No,1,2015-02-19,DODGE
5622,Chrysler (FCA US LLC),No,Yes,0,2015-03-20,DODGE
5623,Chrysler (FCA US LLC),Yes,No,0,2014-02-04,DODGE
5624,Chrysler (FCA US LLC),No,Yes,0,2015-04-18,DODGE
5625,Chrysler (FCA US LLC),No,Yes,0,2015-08-07,DODGE
5626,Chrysler (FCA US LLC),Yes,No,1,2015-09-17,DODGE
5627,Chrysler (FCA US LLC),No,Yes,0,2015-10-05,DODGE
5628,Chrysler (FCA US LLC),No,Yes,0,2015-11-30,DODGE
5629,Chrysler (FCA US LLC),No,Yes,0,2015-11-30,DODGE
5630,Chrysler (FCA US LLC),No,Yes,0,2016-01-12,DODGE
5631,Chrysler (FCA US LLC),No,Yes,0,2016-01-14,DODGE
5632,Chrysler (FCA US LLC),No,Yes,0,2015-12-06,DODGE
5633,Chrysler (FCA US LLC),Yes,No,1,2015-09-19,DODGE
5634,Chrysler (FCA US LLC),No,Yes,0,2016-05-18,DODGE
5635,Chrysler (FCA US LLC),No,Yes,0,2016-05-31,DODGE
5636,Chrysler (FCA US LLC),No,Yes,0,2016-04-03,DODGE
5637,Chrysler (FCA US LLC),No,Yes,0,2016-06-23,DODGE
5638,Chrysler (FCA US LLC),No,Yes,0,2017-09-15,DODGE
5639,Chrysler (FCA US LLC),No,Yes,0,2017-09-22,DODGE
5640,Chrysler (FCA US LLC),Yes,No,1,2017-08-10,DODGE
5641,Chrysler (FCA US LLC),No,Yes,0,2018-01-18,DODGE
5642,Chrysler (FCA US LLC),Yes,No,1,2018-01-03,DODGE
5643,Chrysler (FCA US LLC),No,Yes,0,2017-11-08,DODGE
5644,Chrysler (FCA US LLC),No,Yes,0,2017-02-22,DODGE
5645,Chrysler (FCA US LLC),No,Yes,0,2017-11-30,DODGE
5646,Chrysler (FCA US LLC),No,Yes,0,2016-12-28,DODGE
5647,Chrysler (FCA US LLC),No,Yes,0,2017-02-09,DODGE
5648,Chrysler (FCA US LLC),No,Yes,0,2017-02-17,DODGE
5649,Chrysler (FCA US LLC),Yes,No,0,2017-02-10,DODGE
5650,Chrysler (FCA US LLC),No,Yes,0,2017-04-02,DODGE
5651,Chrysler (FCA US LLC),No,Yes,0,2017-05-15,DODGE
5652,Chrysler (FCA US LLC),Yes,No,2,2015-03-11,DODGE
5653,Chrysler (FCA US LLC),No,Yes,0,2017-07-07,DODGE
5654,Chrysler (FCA US LLC),No,Yes,0,2017-07-24,DODGE
5655,Chrysler (FCA US LLC),No,Yes,0,2017-08-02,DODGE
5656,Chrysler (FCA US LLC),No,Yes,0,2016-10-17,DODGE
5657,Chrysler (FCA US LLC),No,Yes,0,2016-07-02,DODGE
5658,Chrysler (FCA US LLC),No,Yes,0,2016-07-03,DODGE
5659,Chrysler (FCA US LLC),Yes,No,0,2012-10-30,DODGE
5660,Chrysler (FCA US LLC),No,Yes,2,2014-05-09,DODGE
5661,Chrysler (FCA US LLC),Yes,No,0,2014-06-27,DODGE
5662,Chrysler (FCA US LLC),Yes,No,1,2014-06-29,DODGE
5663,Chrysler (FCA US LLC),Yes,No,1,2014-10-07,DODGE
5664,Chrysler (FCA US LLC),Yes,No,0,2015-01-06,DODGE
5665,Chrysler (FCA US LLC),Yes,No,0,2015-03-23,DODGE
5666,Chrysler (FCA US LLC),Yes,No,0,2014-10-15,DODGE
5667,Chrysler (FCA US LLC),No,Yes,0,2015-09-09,DODGE
5668,Chrysler (FCA US LLC),No,Yes,0,2015-09-01,DODGE
5669,Chrysler (FCA US LLC),No,Yes,0,2015-02-15,DODGE
5670,Chrysler (FCA US LLC),No,Yes,0,2016-05-24,DODGE
5671,Chrysler (FCA US LLC),No,Yes,0,2016-05-02,DODGE
5672,Chrysler (FCA US LLC),No,Yes,0,2016-07-15,DODGE
5673,Chrysler (FCA US LLC),No,Yes,0,2017-10-05,DODGE
5674,Chrysler (FCA US LLC),No,Yes,0,2017-10-06,DODGE
5675,Chrysler (FCA US LLC),No,Yes,0,2017-09-27,DODGE
5676,Chrysler (FCA US LLC),No,Yes,0,2017-10-06,DODGE
5677,Chrysler (FCA US LLC),No,Yes,0,2018-04-25,DODGE
5678,Chrysler (FCA US LLC),Yes,No,0,2015-10-25,DODGE
5679,Chrysler (FCA US LLC),Yes,No,1,2018-02-01,DODGE
5680,Chrysler (FCA US LLC),No,Yes,0,2016-08-17,DODGE
5681,Chrysler (FCA US LLC),No,Yes,0,2017-08-16,DODGE
5682,Chrysler (FCA US LLC),No,Yes,0,2017-04-17,DODGE
5683,Chrysler (FCA US LLC),Yes,No,0,2014-08-01,DODGE
5684,Chrysler (FCA US LLC),No,Yes,0,2017-07-27,DODGE
5685,Chrysler (FCA US LLC),Yes,No,0,2017-06-24,DODGE
5686,Chrysler (FCA US LLC),No,Yes,0,2017-07-20,DODGE
5687,Chrysler (FCA US LLC),No,Yes,0,2016-10-23,DODGE
5688,Chrysler (FCA US LLC),Yes,No,3,2012-05-03,DODGE
5689,Chrysler (FCA US LLC),Yes,No,3,2012-09-22,DODGE
5690,Chrysler (FCA US LLC),Yes,No,0,2012-09-22,DODGE
5691,Chrysler (FCA US LLC),Yes,No,0,2012-09-22,DODGE
5692,Chrysler (FCA US LLC),Yes,No,1,2013-05-15,DODGE
5693,Chrysler (FCA US LLC),Yes,No,1,2013-05-05,DODGE
5694,Chrysler (FCA US LLC),No,Yes,0,2014-09-29,DODGE
5695,Chrysler (FCA US LLC),Yes,No,1,2014-08-01,DODGE
5696,Chrysler (FCA US LLC),Yes,No,2,2014-11-17,DODGE
5697,Chrysler (FCA US LLC),No,Yes,0,2014-11-13,DODGE
5698,Chrysler (FCA US LLC),Yes,No,0,2014-12-26,DODGE
5699,Chrysler (FCA US LLC),No,Yes,0,2015-07-31,DODGE
5700,Chrysler (FCA US LLC),Yes,No,2,2015-07-28,DODGE
5701,Chrysler (FCA US LLC),Yes,No,0,2015-11-02,DODGE
5702,Chrysler (FCA US LLC),Yes,No,1,2016-02-04,DODGE
5703,Chrysler (FCA US LLC),Yes,No,2,2016-03-05,DODGE
5704,Chrysler (FCA US LLC),No,Yes,0,2016-06-28,DODGE
5705,Chrysler (FCA US LLC),No,Yes,0,2017-09-13,DODGE
5706,Chrysler (FCA US LLC),Yes,No,0,2017-11-16,DODGE
5707,Chrysler (FCA US LLC),No,Yes,0,2017-01-17,DODGE
5708,Chrysler (FCA US LLC),Yes,No,1,2015-09-11,DODGE
5709,Chrysler (FCA US LLC),Yes,No,0,2016-09-26,DODGE
5710,Chrysler (FCA US LLC),No,Yes,0,2016-10-03,DODGE
5711,Chrysler (FCA US LLC),No,Yes,0,2017-04-24,DODGE
5712,Chrysler (FCA US LLC),No,Yes,0,2016-10-23,DODGE
5713,Ducati North America,No,Yes,0,2012-11-09,DUCATI
5714,"Dutchmen Manufacturing, Inc.",No,Yes,0,2014-05-12,DUTCHMEN
5715,"FIAT MOTORS OF N.A., INC.",Yes,No,1,2013-03-22,FIAT
5716,"FIAT MOTORS OF N.A., INC.",Yes,No,1,2013-04-24,FIAT
5717,"FIAT MOTORS OF N.A., INC.",No,Yes,0,2013-06-10,FIAT
5718,"FIAT MOTORS OF N.A., INC.",Yes,No,1,2014-03-28,FIAT
5719,"FIAT MOTORS OF N.A., INC.",Yes,No,0,2012-09-12,FIAT
5720,"FIAT MOTORS OF N.A., INC.",Yes,No,1,2013-09-27,FIAT
5721,Chrysler (FCA US LLC),Yes,No,0,2015-04-10,FIAT
5722,Chrysler (FCA US LLC),Yes,No,2,2013-09-27,FIAT
5723,Chrysler (FCA US LLC),Yes,No,1,2015-07-15,FIAT
5724,Chrysler (FCA US LLC),Yes,No,1,2015-07-11,FIAT
5725,Chrysler (FCA US LLC),Yes,No,0,2016-06-14,FIAT
5726,Chrysler (FCA US LLC),Yes,No,0,2015-07-10,FIAT
5727,Chrysler (FCA US LLC),No,Yes,0,2016-07-16,FIAT
5728,Chrysler (FCA US LLC),Yes,No,1,2016-08-15,FIAT
5729,Chrysler (FCA US LLC),Yes,No,1,2016-12-06,FIAT
5730,Chrysler (FCA US LLC),Yes,No,1,2017-05-09,FIAT
5731,Ford Motor Company,No,Yes,0,2012-04-17,FORD
5732,Ford Motor Company,Yes,No,0,2012-05-22,FORD
5733,Ford Motor Company,Yes,No,0,2013-05-23,FORD
5734,Ford Motor Company,No,Yes,0,2013-07-31,FORD
5735,Ford Motor Company,No,Yes,0,2013-08-24,FORD
5736,Ford Motor Company,Yes,No,0,2013-07-15,FORD
5737,Ford Motor Company,Yes,No,0,2012-04-05,FORD
5738,Ford Motor Company,Yes,No,0,2014-07-11,FORD
5739,Ford Motor Company,Yes,No,0,2014-08-12,FORD
5740,Ford Motor Company,Yes,No,2,2015-02-05,FORD
5741,Ford Motor Company,Yes,No,2,2015-02-05,FORD
5742,Ford Motor Company,Yes,No,0,2014-04-23,FORD
5743,Ford Motor Company,Yes,No,0,2014-04-23,FORD
5744,Ford Motor Company,Yes,No,3,2015-06-02,FORD
5745,Ford Motor Company,No,Yes,0,2015-08-15,FORD
5746,Ford Motor Company,Yes,No,0,2016-04-04,FORD
5747,Ford Motor Company,Yes,No,1,2016-02-29,FORD
5748,Ford Motor Company,Yes,No,0,2016-05-14,FORD
5749,Ford Motor Company,Yes,No,0,2017-10-05,FORD
5750,Ford Motor Company,Yes,No,1,2018-03-17,FORD
5751,Ford Motor Company,Yes,No,1,2017-04-15,FORD
5752,Ford Motor Company,Yes,No,1,2011-12-21,FORD
5753,Ford Motor Company,Yes,No,0,2012-03-19,FORD
5754,Ford Motor Company,Yes,No,0,2012-06-10,FORD
5755,Ford Motor Company,Yes,No,2,2013-03-23,FORD
5756,Ford Motor Company,Yes,No,1,2013-08-08,FORD
5757,Ford Motor Company,Yes,No,2,2013-08-23,FORD
5758,Ford Motor Company,Yes,No,0,2012-10-13,FORD
5759,Ford Motor Company,Yes,No,0,2013-08-11,FORD
5760,Ford Motor Company,Yes,No,0,2014-05-16,FORD
5761,Ford Motor Company,Yes,No,0,2014-01-19,FORD
5762,Ford Motor Company,Yes,No,1,2014-08-14,FORD
5763,Ford Motor Company,Yes,No,0,2015-01-10,FORD
5764,Ford Motor Company,Yes,No,0,2014-11-25,FORD
5765,Ford Motor Company,Yes,No,0,2015-04-06,FORD
5766,Ford Motor Company,Yes,Yes,2,2015-05-14,FORD
5767,Ford Motor Company,Yes,No,2,2015-05-24,FORD
5768,Ford Motor Company,No,Yes,0,2015-06-17,FORD
5769,Ford Motor Company,Yes,No,1,2015-10-05,FORD
5770,Ford Motor Company,Yes,No,2,2016-03-11,FORD
5771,Ford Motor Company,Yes,No,0,2016-05-29,FORD
5772,Ford Motor Company,Yes,No,1,2016-05-21,FORD
5773,Ford Motor Company,Yes,No,0,2016-07-05,FORD
5774,Ford Motor Company,Yes,No,1,2016-07-13,FORD
5775,Ford Motor Company,Yes,No,1,2017-05-23,FORD
5776,Ford Motor Company,Yes,No,0,2017-04-19,FORD
5777,Ford Motor Company,Yes,No,0,2017-12-18,FORD
5778,Ford Motor Company,Yes,No,1,2017-08-15,FORD
5779,Ford Motor Company,Yes,No,0,2017-10-22,FORD
5780,Ford Motor Company,Yes,No,0,2017-11-02,FORD
5781,Ford Motor Company,No,Yes,0,2016-11-05,FORD
5782,Ford Motor Company,Yes,No,1,2012-09-26,FORD
5783,Ford Motor Company,Yes,No,6,2014-07-18,FORD
5784,Ford Motor Company,Yes,Yes,3,2017-05-15,FORD
5785,Ford Motor Company,Yes,No,0,2012-01-06,FORD
5786,Ford Motor Company,No,Yes,0,2012-03-15,FORD
5787,Ford Motor Company,Yes,No,0,2013-12-02,FORD
5788,Ford Motor Company,No,Yes,0,2014-07-03,FORD
5789,Ford Motor Company,No,Yes,0,2015-08-28,FORD
5790,Ford Motor Company,Yes,No,1,2015-12-23,FORD
5791,Ford Motor Company,No,Yes,0,2016-01-12,FORD
5792,Ford Motor Company,Yes,No,0,2017-12-04,FORD
5793,Ford Motor Company,Yes,No,2,2016-12-28,FORD
5794,Ford Motor Company,No,Yes,0,2016-11-08,FORD
5795,Ford Motor Company,Yes,No,1,2012-10-11,FORD
5796,Ford Motor Company,Yes,No,2,2014-03-01,FORD
5797,Ford Motor Company,Yes,No,1,2014-03-02,FORD
5798,Ford Motor Company,Yes,No,0,2015-04-18,FORD
5799,Ford Motor Company,No,Yes,0,2015-07-30,FORD
5800,Ford Motor Company,Yes,No,2,2014-10-20,FORD
5801,Ford Motor Company,Yes,No,1,2015-10-16,FORD
5802,Ford Motor Company,Yes,No,1,2016-04-21,FORD
5803,Ford Motor Company,Yes,No,0,2018-04-18,FORD
5804,Ford Motor Company,Yes,No,0,2018-03-27,FORD
5805,Ford Motor Company,Yes,No,0,2012-08-01,FORD
5806,Ford Motor Company,Yes,No,1,2017-12-26,FORD
5807,Ford Motor Company,No,Yes,0,2017-11-01,FORD
5808,Ford Motor Company,Yes,No,0,2017-09-08,FORD
5809,Ford Motor Company,Yes,No,1,2011-04-30,FORD
5810,Ford Motor Company,Yes,No,0,2011-07-07,FORD
5811,Ford Motor Company,Yes,No,1,2011-10-21,FORD
5812,Ford Motor Company,Yes,No,0,2011-12-30,FORD
5813,Ford Motor Company,No,Yes,0,2012-02-13,FORD
5814,Ford Motor Company,Yes,No,0,2011-05-26,FORD
5815,Ford Motor Company,Yes,No,0,2012-02-14,FORD
5816,Ford Motor Company,Yes,No,0,2012-08-20,FORD
5817,Ford Motor Company,Yes,No,1,2012-07-29,FORD
5818,Ford Motor Company,Yes,No,0,2012-07-14,FORD
5819,Ford Motor Company,Yes,No,0,2012-09-27,FORD
5820,Ford Motor Company,Yes,No,1,2011-10-11,FORD
5821,Ford Motor Company,Yes,No,0,2012-11-18,FORD
5822,Ford Motor Company,Yes,No,0,2013-02-19,FORD
5823,Ford Motor Company,Yes,No,0,2013-01-14,FORD
5824,Ford Motor Company,No,Yes,0,2013-08-10,FORD
5825,Ford Motor Company,Yes,No,0,2013-09-12,FORD
5826,Ford Motor Company,Yes,No,1,2014-01-04,FORD
5827,Ford Motor Company,Yes,No,0,2014-01-18,FORD
5828,Ford Motor Company,Yes,No,1,2014-02-17,FORD
5829,Ford Motor Company,Yes,No,2,2014-03-17,FORD
5830,Ford Motor Company,Yes,No,1,2013-08-16,FORD
5831,Ford Motor Company,Yes,No,1,2014-02-06,FORD
5832,Ford Motor Company,Yes,No,0,2014-05-11,FORD
5833,Ford Motor Company,Yes,No,0,2014-04-03,FORD
5834,Ford Motor Company,Yes,No,3,2014-06-08,FORD
5835,Ford Motor Company,Yes,No,1,2013-01-01,FORD
5836,Ford Motor Company,No,Yes,0,2012-09-05,FORD
5837,Ford Motor Company,Yes,No,1,2012-10-17,FORD
5838,Ford Motor Company,Yes,No,0,2013-01-23,FORD
5839,Ford Motor Company,Yes,No,1,2014-08-21,FORD
5840,Ford Motor Company,Yes,No,0,2014-09-26,FORD
5841,Ford Motor Company,Yes,No,0,2014-09-02,FORD
5842,Ford Motor Company,Yes,No,1,2014-10-06,FORD
5843,Ford Motor Company,Yes,No,2,2014-11-02,FORD
5844,Ford Motor Company,Yes,No,1,2014-11-15,FORD
5845,Ford Motor Company,Yes,No,0,2014-11-11,FORD
5846,Ford Motor Company,Yes,No,0,2014-11-29,FORD
5847,Ford Motor Company,Yes,No,0,2014-12-02,FORD
5848,Ford Motor Company,Yes,No,0,2015-01-15,FORD
5849,Ford Motor Company,Yes,No,2,2015-02-05,FORD
5850,Ford Motor Company,Yes,No,0,2015-02-02,FORD
5851,Ford Motor Company,No,Yes,0,2015-02-19,FORD
5852,Ford Motor Company,Yes,No,0,2015-05-16,FORD
5853,Ford Motor Company,Yes,No,0,2015-04-27,FORD
5854,Ford Motor Company,Yes,No,1,2015-06-02,FORD
5855,Ford Motor Company,Yes,No,0,2015-05-29,FORD
5856,Ford Motor Company,Yes,No,1,2015-06-28,FORD
5857,Ford Motor Company,No,Yes,0,2015-07-20,FORD
5858,Ford Motor Company,Yes,No,0,2013-02-19,FORD
5859,Ford Motor Company,Yes,No,0,2015-08-27,FORD
5860,Ford Motor Company,Yes,No,0,2015-09-13,FORD
5861,Ford Motor Company,Yes,No,0,2016-01-20,FORD
5862,Ford Motor Company,Yes,No,1,2016-03-30,FORD
5863,Ford Motor Company,Yes,No,2,2016-05-25,FORD
5864,Ford Motor Company,No,Yes,2,2016-02-28,FORD
5865,Ford Motor Company,Yes,No,0,2016-06-22,FORD
5866,Ford Motor Company,No,Yes,0,2016-08-16,FORD
5867,Ford Motor Company,Yes,No,0,2017-10-09,FORD
5868,Ford Motor Company,Yes,No,2,2017-10-01,FORD
5869,Ford Motor Company,Yes,No,1,2018-04-06,FORD
5870,Ford Motor Company,Yes,No,0,2018-02-04,FORD
5871,Ford Motor Company,Yes,No,0,2018-02-02,FORD
5872,Ford Motor Company,Yes,No,0,2018-04-07,FORD
5873,Ford Motor Company,Yes,No,0,2016-12-21,FORD
5874,Ford Motor Company,Yes,No,3,2017-01-10,FORD
5875,Ford Motor Company,Yes,No,0,2017-01-28,FORD
5876,Ford Motor Company,Yes,No,0,2016-10-26,FORD
5877,Ford Motor Company,Yes,No,0,2017-02-08,FORD
5878,Ford Motor Company,Yes,No,0,2017-01-25,FORD
5879,Ford Motor Company,Yes,No,1,2015-10-23,FORD
5880,Ford Motor Company,Yes,No,2,2014-05-20,FORD
5881,Ford Motor Company,Yes,No,1,2017-01-21,FORD
5882,Ford Motor Company,Yes,No,0,2016-08-29,FORD
5883,Ford Motor Company,No,Yes,0,2016-08-22,FORD
5884,Ford Motor Company,Yes,No,1,2016-08-02,FORD
5885,Ford Motor Company,Yes,No,0,2016-02-16,FORD
5886,Ford Motor Company,Yes,No,0,2012-11-30,FORD
5887,Ford Motor Company,Yes,No,1,2017-08-18,FORD
5888,Ford Motor Company,No,Yes,0,2017-08-24,FORD
5889,Ford Motor Company,Yes,Yes,1,2014-11-14,FORD
5890,Ford Motor Company,Yes,No,0,2017-07-27,FORD
5891,Ford Motor Company,Yes,No,1,2017-05-02,FORD
5892,Ford Motor Company,Yes,No,0,2016-10-27,FORD
5893,Ford Motor Company,Yes,No,1,2016-11-17,FORD
5894,Ford Motor Company,Yes,No,3,2013-01-26,FORD
5895,Ford Motor Company,Yes,No,0,2011-10-05,FORD
5896,Ford Motor Company,Yes,No,2,2012-07-20,FORD
5897,Ford Motor Company,Yes,No,0,2012-11-15,FORD
5898,Ford Motor Company,Yes,No,0,2013-02-15,FORD
5899,Ford Motor Company,Yes,No,0,2013-03-13,FORD
5900,Ford Motor Company,Yes,No,0,2013-04-20,FORD
5901,Ford Motor Company,Yes,No,0,2013-05-28,FORD
5902,Ford Motor Company,No,Yes,0,2013-07-09,FORD
5903,Ford Motor Company,Yes,No,0,2013-10-27,FORD
5904,Ford Motor Company,Yes,No,0,2013-12-01,FORD
5905,Ford Motor Company,Yes,No,0,2013-12-24,FORD
5906,Ford Motor Company,No,Yes,0,2013-12-02,FORD
5907,Ford Motor Company,Yes,No,1,2013-05-22,FORD
5908,Ford Motor Company,Yes,No,1,2014-03-07,FORD
5909,Ford Motor Company,Yes,No,0,2014-05-11,FORD
5910,Ford Motor Company,Yes,No,2,2012-11-11,FORD
5911,Ford Motor Company,Yes,No,2,2014-09-20,FORD
5912,Ford Motor Company,Yes,No,2,2014-10-17,FORD
5913,Ford Motor Company,Yes,No,5,2014-10-17,FORD
5914,Ford Motor Company,Yes,No,1,2013-04-13,FORD
5915,Ford Motor Company,Yes,No,0,2014-10-15,FORD
5916,Ford Motor Company,Yes,No,2,2014-11-04,FORD
5917,Ford Motor Company,No,Yes,0,2014-12-28,FORD
5918,Ford Motor Company,Yes,No,0,2015-01-12,FORD
5919,Ford Motor Company,Yes,No,0,2015-01-06,FORD
5920,Ford Motor Company,Yes,No,0,2015-01-08,FORD
5921,Ford Motor Company,Yes,No,0,2015-01-29,FORD
5922,Ford Motor Company,Yes,No,0,2015-04-18,FORD
5923,Ford Motor Company,Yes,No,0,2015-04-19,FORD
5924,Ford Motor Company,No,Yes,0,2015-06-09,FORD
5925,Ford Motor Company,Yes,Yes,0,2013-10-02,FORD
5926,Ford Motor Company,No,Yes,0,2014-08-13,FORD
5927,Ford Motor Company,Yes,No,1,2015-09-02,FORD
5928,Ford Motor Company,Yes,No,1,2015-05-15,FORD
5929,Ford Motor Company,Yes,No,0,2015-10-19,FORD
5930,Ford Motor Company,Yes,No,1,2015-09-05,FORD
5931,Ford Motor Company,Yes,No,1,2016-01-02,FORD
5932,Ford Motor Company,Yes,No,2,2016-03-01,FORD
5933,Ford Motor Company,Yes,No,0,2016-05-14,FORD
5934,Ford Motor Company,Yes,No,1,2016-10-15,FORD
5935,Ford Motor Company,Yes,No,0,2017-08-24,FORD
5936,Ford Motor Company,Yes,No,0,2016-06-30,FORD
5937,Ford Motor Company,Yes,No,1,2017-10-30,FORD
5938,Ford Motor Company,Yes,No,1,2018-02-17,FORD
5939,Ford Motor Company,Yes,No,0,2018-04-05,FORD
5940,Ford Motor Company,Yes,No,0,2018-04-16,FORD
5941,Ford Motor Company,Yes,No,1,2017-10-09,FORD
5942,Ford Motor Company,Yes,No,0,2017-11-03,FORD
5943,Ford Motor Company,Yes,No,0,2017-01-07,FORD
5944,Ford Motor Company,No,Yes,0,2017-03-03,FORD
5945,Ford Motor Company,Yes,No,0,2016-09-18,FORD
5946,Ford Motor Company,Yes,No,0,2016-10-03,FORD
5947,Ford Motor Company,Yes,No,0,2017-06-21,FORD
5948,Ford Motor Company,Yes,No,0,2016-11-15,FORD
5949,Ford Motor Company,Yes,No,0,2012-01-17,FORD
5950,Ford Motor Company,Yes,No,0,2012-04-30,FORD
5951,Ford Motor Company,Yes,No,0,2012-02-19,FORD
5952,Ford Motor Company,Yes,No,0,2013-03-05,FORD
5953,Ford Motor Company,Yes,No,1,2013-03-19,FORD
5954,Ford Motor Company,No,Yes,1,2014-02-25,FORD
5955,Ford Motor Company,Yes,No,0,2014-11-10,FORD
5956,Ford Motor Company,Yes,No,0,2015-03-26,FORD
5957,Ford Motor Company,Yes,No,1,2015-03-12,FORD
5958,Ford Motor Company,Yes,No,0,2015-12-21,FORD
5959,Ford Motor Company,Yes,No,0,2015-11-16,FORD
5960,Ford Motor Company,Yes,No,0,2016-04-15,FORD
5961,Ford Motor Company,Yes,No,0,2015-03-27,FORD
5962,Ford Motor Company,Yes,No,0,2015-05-29,FORD
5963,Ford Motor Company,Yes,No,0,2017-12-02,FORD
5964,Ford Motor Company,Yes,No,1,2016-08-16,FORD
5965,Ford Motor Company,Yes,No,1,2016-07-06,FORD
5966,Ford Motor Company,No,Yes,0,2017-01-13,FORD
